name,height,weight,age,position,tempo,skok,league,club
Domenico Berardi,183,72,28,RM,82,65,Serie A,Sassuolo
Koen Casteels,197,86,30,GK,45,58,Bundesliga,VfL Wolfsburg
Stefan de Vrij,189,78,31,CB,68,80,Serie A,Inter
Edin Džeko,193,80,37,ST,63,64,Serie A,Inter
Samir Handanovic,193,92,38,GK,44,75,Serie A,Inter
Hakan Çalhanoğlu,178,76,29,CM,67,45,Serie A,Inter
Alessandro Bastoni,190,75,24,CB,73,75,Serie A,Inter
Palhinha Gonçalves,190,85,27,CDM,68,84,Premier League,Fulham
Dušan Vlahović,190,75,23,ST,80,68,Serie A,Juventus
Leonardo Bonucci,190,85,36,CB,54,90,Serie A,Juventus
Ángel Di María,180,69,35,RW,79,70,Serie A,Juventus
Federico Chiesa,175,70,25,LW,91,53,Serie A,Juventus
Rafael Leão,188,81,23,LW,91,62,Serie A,Milan
Fikayo Tomori,185,79,25,CB,86,83,Serie A,Milan
Sandro Tonali,181,79,23,CDM,81,65,Serie A,Milan
Youri Tielemans,176,72,26,CM,56,68,Premier League,Leicester City
Wilfred Ndidi,183,74,26,CDM,66,89,Premier League,Leicester City
Jonas Hofmann,176,73,30,RM,78,64,Bundesliga,M'gladbach
Emiliano Martínez,195,88,30,GK,58,60,Premier League,Aston Villa
Kieran Trippier,173,71,32,RB,70,78,Premier League,Newcastle Utd
Kai Havertz,189,82,23,CAM,81,75,Premier League,Chelsea
Mason Mount,180,74,24,CAM,74,54,Premier League,Chelsea
Mateo Kovacic,176,80,29,CM,70,75,Premier League,Chelsea
Reece James,178,87,23,RWB,81,75,Premier League,Chelsea
Ivan Perišić,186,80,34,LM,78,87,Premier League,Spurs
Declan Rice,185,80,24,CDM,71,74,Premier League,West Ham
Moussa Diaby,170,68,23,RM,93,62,Bundesliga,Leverkusen
Joel Matip,194,90,31,CB,61,78,Premier League,Liverpool
Luis Díaz,180,73,26,LW,91,73,Premier League,Liverpool
Leroy Sané,183,80,27,LM,88,64,Bundesliga,FC Bayern
Lucas Hernández,184,79,27,CB,77,86,Bundesliga,FC Bayern
Alphonso Davies,185,77,22,LB,94,78,Bundesliga,FC Bayern
Jack Grealish,180,81,27,LW,76,32,Premier League,Manchester City
Mats Hummels,191,94,34,CB,53,70,Bundesliga,Dortmund
Jude Bellingham,186,75,19,CM,75,76,Bundesliga,Dortmund
Jadon Sancho,180,76,23,LW,81,51,Premier League,Manchester Utd
Raphaël Varane,191,81,30,CB,81,80,Premier League,Manchester Utd
Martin Ødegaard,178,68,24,CAM,76,46,Premier League,Arsenal
Thomas Partey,185,77,29,CDM,65,83,Premier League,Arsenal
Simone Verdi,174,72,30,CF,87,58,Serie A,Hellas Verona
Marvin Ducksch,188,79,29,ST,79,79,Bundesliga,Werder Bremen
Nehuén Pérez,186,75,22,CB,67,86,Serie A,Udinese
Federico Gatti,190,80,24,CB,80,91,Serie A,Juventus
Philip Billing,197,80,26,CAM,66,68,Premier League,AFC Bournemouth
Frederik Rønnow,188,81,30,GK,0,None,Bundesliga,Union Berlin
Josip Juranovic,173,68,27,RWB,94,66,Bundesliga,Union Berlin
Manor Solomon,170,67,23,LM,87,63,Premier League,Fulham
Karim Adeyemi,177,75,21,LM,95,98,Bundesliga,Dortmund
Alexis Mac Allister,176,72,24,CAM,77,72,Premier League,Brighton
Matias Vecino,187,81,31,CDM,70,82,Serie A,SS Lazio
Dodô,166,68,24,RB,92,90,Serie A,Fiorentina
Bartlomiej Dragowski,188,74,25,GK,0,None,Serie A,La Spezia
Jae Sung Lee,181,74,30,CAM,76,61,Bundesliga,1. FSV Mainz 05
Cyriel Dessers,185,87,28,ST,84,89,Serie A,Cremonese
Kelechi Iheanacho,185,82,26,ST,80,63,Premier League,Leicester City
Timo Hübers,190,82,26,CB,85,79,Bundesliga,1. FC Köln
Riccardo Orsolini,183,73,26,RM,87,67,Serie A,Bologna
Mattias Svanberg,185,77,24,CM,84,69,Bundesliga,VfL Wolfsburg
Michele Di Gregorio,187,81,25,GK,0,None,Serie A,AC Monza
Darko Lazovic,181,66,32,CF,91,49,Serie A,Hellas Verona
Solly March,180,77,28,RM,82,53,Premier League,Brighton
Ademola Lookman,174,71,25,RW,91,71,Serie A,Atalanta BC
Mërgim Vojvoda,187,78,28,LM,80,76,Serie A,Torino
Danilho Doekhi,190,86,24,CB,67,89,Bundesliga,Union Berlin
Patrick Wimmer,182,77,21,RW,92,82,Bundesliga,VfL Wolfsburg
Cody Gakpo,189,76,24,LW,87,75,Premier League,Liverpool
Karim Onisiwo,188,88,31,CF,89,61,Bundesliga,1. FSV Mainz 05
Adrien Rabiot,192,80,28,CM,78,76,Serie A,Juventus
Djibril Sow,184,76,26,RB,84,74,Bundesliga,Frankfurt
Antonio Candreva,180,70,36,CM,75,38,Serie A,Salernitana
Pervis Estupiñán,175,78,25,LB,87,75,Premier League,Brighton
Piotr Zieliński,180,75,29,CAM,81,52,Serie A,Napoli
Victor Osimhen,185,78,24,ST,90,90,Serie A,Napoli
Gabriel Jesus,175,73,26,ST,84,88,Premier League,Arsenal
Angeliño,171,69,26,LWB,78,72,Bundesliga,TSG Hoffenheim
Oliver Baumann,187,82,32,GK,49,73,Bundesliga,TSG Hoffenheim
Daichi Kamada,184,76,26,CAM,78,70,Bundesliga,Frankfurt
Jonathan Ikoné,175,73,25,RW,94,37,Serie A,Fiorentina
Konrad Laimer,180,72,26,CDM,84,73,Bundesliga,RB Leipzig
Jeremie Frimpong,171,63,22,RWB,95,76,Bundesliga,Leverkusen
Luis Alberto,183,74,30,CM,54,53,Serie A,SS Lazio
Duván Zapata,189,88,32,ST,78,80,Serie A,Atalanta BC
Rúben Neves,180,80,26,CM,58,66,Premier League,Wolves
William Saliba,192,85,22,CB,80,74,Premier League,Arsenal
Gabriel Jesus,175,73,26,ST,84,79,Premier League,Arsenal
Diego Carlos,185,86,30,CB,76,82,Premier League,Aston Villa
Bremer,188,82,26,CB,78,82,Serie A,Juventus
Juan Cuadrado,179,72,35,RB,90,80,Serie A,Juventus
Hakim Ziyech,181,65,30,RW,76,33,Premier League,Chelsea
Ricardo Pereira,175,70,29,RB,79,75,Premier League,Leicester City
Pierre-Emile Højbjerg,187,84,27,CDM,55,65,Premier League,Spurs
Cristian Romero,185,79,25,CB,73,85,Premier League,Spurs
Lukáš Hrádecký,192,83,33,GK,41,69,Bundesliga,Leverkusen
Gerard Deulofeu Lázaro,177,73,29,ST,93,38,Serie A,Udinese
Jordan Henderson,182,80,32,CM,66,78,Premier League,Liverpool
Roberto Firmino,181,76,31,CF,74,81,Premier League,Liverpool
John Stones,188,76,29,CB,72,83,Premier League,Manchester City
Gregor Kobel,195,88,25,GK,44,68,Bundesliga,Dortmund
Arnaut Danjuma,178,74,26,LM,88,67,Premier League,Spurs
Jacob Ramsey,180,72,22,CM,80,83,Premier League,Aston Villa
Abdelhamid Sabiri,186,80,26,CM,70,81,Serie A,Sampdoria
Nicolò Rovella,179,70,21,CM,74,70,Serie A,AC Monza
Jesper Lindstrøm,182,66,23,CAM,90,59,Bundesliga,Frankfurt
Anthony Gordon,183,74,22,LM,84,62,Premier League,Newcastle Utd
Adam Marušic,185,85,30,LB,87,84,Serie A,SS Lazio
Brahim Díaz,171,59,23,CAM,83,73,Serie A,Milan
Nikola Vlašic,178,79,25,CF,83,58,Serie A,Torino
Callum Wilson,180,66,31,ST,84,73,Premier League,Newcastle Utd
Alassane Plea,181,79,30,CAM,77,76,Bundesliga,M'gladbach
Eddie Nketiah,180,73,23,ST,90,85,Premier League,Arsenal
Giacomo Bonaventura,181,75,33,CM,74,73,Serie A,Fiorentina
Christian Pulisic,177,69,24,LW,87,81,Premier League,Chelsea
Raúl Jiménez,188,81,32,ST,73,74,Premier League,Wolves
Mohamed Simakan,187,82,23,RB,76,75,Bundesliga,RB Leipzig
Dean Henderson,188,85,26,GK,0,None,Premier League,Nott'm Forest
Darwin Núñez,186,80,23,ST,89,80,Premier League,Liverpool
Nico Schlotterbeck,191,86,23,CB,76,83,Bundesliga,Dortmund
Antony,174,63,23,RW,93,62,Premier League,Manchester Utd
Leandro Trossard,171,67,28,LW,85,83,Premier League,Brighton
Ramy Bensebaini,187,85,28,LB,75,88,Bundesliga,M'gladbach
Anthony Modeste,187,84,35,ST,73,90,Bundesliga,Dortmund
Aurélio Buta,172,66,26,RM,90,94,Bundesliga,Frankfurt
Guglielmo Vicario,188,76,26,GK,0,None,Serie A,Empoli
Silva Duarte,170,67,32,LB,85,97,Serie A,Napoli
Giovanni Di Lorenzo,183,83,29,RB,85,83,Serie A,Napoli
Aleksandar Mitrovic,189,90,28,ST,69,89,Premier League,Fulham
Diogo Dalot,184,76,24,RB,83,89,Premier League,Manchester Utd
Giacomo Raspadori,172,69,23,ST,84,64,Serie A,Napoli
Min Jae Kim,190,81,26,CB,81,81,Serie A,Napoli
Rui Patrício,190,84,35,GK,55,79,Serie A,Roma FC
Leonardo Spinazzola,186,75,30,LWB,91,69,Serie A,Roma FC
Tammy Abraham,195,86,25,ST,83,73,Serie A,Roma FC
Andrej Kramarić,177,73,31,CF,71,72,Bundesliga,TSG Hoffenheim
Timo Werner,180,76,27,ST,90,75,Bundesliga,RB Leipzig
André Silva,185,84,27,ST,74,88,Bundesliga,RB Leipzig
Dani Olmo,179,72,25,CAM,67,55,Bundesliga,RB Leipzig
Willi Orban,186,87,30,CB,57,91,Bundesliga,RB Leipzig
Ruslan Malinovskyi,181,79,30,CF,76,74,Serie A,Atalanta BC
Luis Muriel,179,79,32,ST,89,60,Serie A,Atalanta BC
Wilfried Zaha,180,66,30,LW,91,58,Premier League,Crystal Palace
Denzel Dumfries,188,80,27,RWB,83,90,Serie A,Inter
Francesco Acerbi,192,88,35,CB,62,70,Serie A,Inter
Marko Arnautović,192,83,34,ST,78,77,Serie A,Bologna
Manuel Locatelli,185,75,25,CDM,63,65,Serie A,Juventus
Zlatan Ibrahimović,195,102,41,ST,58,77,Serie A,Milan
Ismaël Bennacer,175,70,25,CDM,77,78,Serie A,Milan
Simon Kjær,190,86,34,CB,62,77,Serie A,Milan
James Maddison,175,73,26,CAM,73,51,Premier League,Leicester City
Olivier Giroud,192,93,36,ST,42,82,Serie A,Milan
Raúl Jiménez,188,81,32,ST,73,74,Premier League,Wolves
Gonçalo Guedes,179,68,26,ST,86,63,Premier League,Wolves
Antony,174,63,23,RW,93,57,Premier League,Manchester Utd
Matthias Ginter,191,86,29,CB,60,77,Bundesliga,SC Freiburg
André Onana,190,93,27,GK,61,77,Serie A,Inter
Robin Gosens,183,76,28,LWB,82,90,Serie A,Inter
Ben Chilwell,180,77,26,LWB,76,86,Premier League,Chelsea
Azpilicueta,178,77,33,CB,64,83,Premier League,Chelsea
Jordan Pickford,185,77,29,GK,50,77,Premier League,Everton
Idrissa Gueye,174,66,33,CDM,67,83,Premier League,Everton
Lucas Paquetá,180,72,25,CAM,72,78,Premier League,West Ham
Łukasz Fabiański,190,83,38,GK,48,69,Premier League,West Ham
Florian Wirtz,176,70,20,CAM,78,52,Bundesliga,Leverkusen
Jonathan Tah,195,98,27,CB,67,70,Bundesliga,Leverkusen
Darwin Núñez,186,80,23,ST,89,76,Premier League,Liverpool
Noussair Mazraoui,183,62,25,RB,84,69,Bundesliga,FC Bayern
Guerreiro,170,71,29,LB,74,52,Bundesliga,Dortmund
Emre Can,186,86,29,CM,80,87,Bundesliga,Dortmund
Sébastien Haller,190,82,28,ST,65,82,Bundesliga,Dortmund
Julian Brandt,185,83,27,CAM,67,62,Bundesliga,Dortmund
Nico Schlotterbeck,191,86,23,CB,76,77,Bundesliga,Dortmund
Christian Eriksen,181,76,31,CM,61,49,Premier League,Manchester Utd
Bukayo Saka,178,65,21,RM,84,54,Premier League,Arsenal
Aaron Ramsdale,191,77,25,GK,48,66,Premier League,Arsenal
Coutinho,172,68,30,CAM,62,58,Premier League,Aston Villa
Lucas Digne,178,74,29,LB,78,92,Premier League,Aston Villa
Christian Pulisic,177,69,24,LW,87,79,Premier League,Chelsea
Pedro Porro,173,69,23,RWB,82,59,Premier League,Spurs
Pablo Sarabia,174,70,31,RW,73,31,Premier League,Wolves
Christopher Antwi-Adjej,174,72,29,LM,93,64,Bundesliga,VfL Bochum
Matheus Cunha,184,76,24,ST,84,74,Premier League,Wolves
Felipe,190,83,34,CB,59,90,Premier League,Nott'm Forest
Thomas Delaney,182,79,31,CDM,72,91,Bundesliga,TSG Hoffenheim
Illan Meslier,196,74,23,GK,0,None,Premier League,Leeds United
Jordan Ayew,182,81,31,RW,81,77,Premier League,Crystal Palace
Wataru Endo,178,77,30,CM,70,96,Bundesliga,VfB Stuttgart
Ivan Toney,187,76,27,ST,83,93,Premier League,Brentford
Jesper Lindstrøm,182,66,23,RM,91,58,Bundesliga,Frankfurt
Silas,189,82,24,RWB,91,66,Bundesliga,VfB Stuttgart
Fabian Schär,188,84,31,CB,56,83,Premier League,Newcastle Utd
Hirving Lozano,175,70,27,RW,93,67,Serie A,Napoli
Matteo Politano,171,67,29,RW,83,50,Serie A,Napoli
Zambo Anguissa,184,78,27,CDM,78,76,Serie A,Napoli
Stanislav Lobotka,170,64,28,CM,71,79,Serie A,Napoli
Nicolò Zaniolo,190,75,23,CF,87,65,Serie A,Roma FC
Richarlison,181,71,26,ST,82,93,Premier League,Spurs
Niclas Füllkrug,189,83,30,ST,68,76,Bundesliga,Werder Bremen
Rafael Tolói,185,75,32,CB,67,76,Serie A,Atalanta BC
Juan Musso,191,93,29,GK,44,51,Serie A,Atalanta BC
Mario Pašalić,188,82,28,CAM,75,70,Serie A,Atalanta BC
Chris Smalling,194,81,33,CB,62,80,Serie A,Roma FC
Gianluca Mancini,190,77,27,CB,67,89,Serie A,Roma FC
Mario Götze,176,72,30,CAM,67,58,Bundesliga,Frankfurt
Evan Ndicka,192,82,23,CB,80,82,Bundesliga,Frankfurt
Neto,190,84,33,GK,54,83,Premier League,AFC Bournemouth
Emil Forsberg,177,76,31,CAM,71,53,Bundesliga,RB Leipzig
Joško Gvardiol,185,80,21,CB,82,84,Bundesliga,RB Leipzig
David Raum,180,75,25,LWB,87,63,Bundesliga,RB Leipzig
Antonín Barák,190,86,28,CF,74,60,Serie A,Fiorentina
Rafał Gikiewicz,190,81,35,GK,0,None,Bundesliga,FC Augsburg
Jonas Hofmann,176,73,30,CAM,73,61,Bundesliga,M'gladbach
Vincenzo Grifo,180,76,30,LM,74,52,Bundesliga,SC Freiburg
Henrikh Mkhitaryan,177,75,34,CAM,82,66,Serie A,Inter
Palhinha,190,85,27,CDM,63,81,Premier League,Fulham
Robert Andrich,189,83,28,CDM,63,81,Bundesliga,Leverkusen
Kerem Demirbay,183,71,29,CM,69,69,Bundesliga,Leverkusen
Edmond Tapsoba,194,85,24,CB,70,78,Bundesliga,Leverkusen
José Sá,192,84,30,GK,52,70,Premier League,Wolves
João Moutinho,170,61,36,CM,47,69,Premier League,Wolves
Harry Maguire,194,100,30,CB,48,87,Premier League,Manchester Utd
Marcus Rashford,186,70,25,LW,87,74,Premier League,Manchester Utd
Lisandro Martínez,178,77,25,CB,72,91,Premier League,Manchester Utd
Nick Pope,199,76,31,GK,48,72,Premier League,Newcastle Utd
Allan Saint-Maximin,173,67,26,LM,90,73,Premier League,Newcastle Utd
Bruno Guimarães,182,74,25,CM,69,62,Premier League,Newcastle Utd
Cucurella,172,66,24,LB,76,77,Premier League,Chelsea
James Ward-Prowse,173,66,28,CM,59,65,Premier League,Southampton
Dejan Kulusevski,186,75,23,RW,78,66,Premier League,Spurs
Richarlison,181,71,26,ST,82,86,Premier League,Spurs
Yves Bissouma,182,80,26,CDM,72,80,Premier League,Spurs
Tomáš Souček,192,86,28,CDM,57,88,Premier League,West Ham
Alphonse Areola,195,94,30,GK,55,72,Premier League,West Ham
Ibrahima Konaté,194,95,24,CB,78,75,Premier League,Liverpool
Naby Keïta,172,64,28,CM,69,52,Premier League,Liverpool
Joe Gomez,188,77,26,CB,80,76,Premier League,Liverpool
Dayot Upamecano,186,90,24,CB,82,87,Bundesliga,FC Bayern
Jamal Musiala,183,70,20,CM,75,55,Bundesliga,FC Bayern
Manuel Akanji,187,91,27,CB,77,84,Premier League,Manchester City
Kalvin Phillips,178,72,27,CDM,66,82,Premier League,Manchester City
Kieran Tierney,178,70,25,LB,84,81,Premier League,Arsenal
Gabriel,190,87,25,CB,68,70,Premier League,Arsenal
Denis Zakaria,191,81,26,CDM,82,66,Premier League,Chelsea
Marcel Sabitzer,178,76,29,CM,72,69,Premier League,Manchester Utd
Rasmus Højlund,187,79,20,ST,92,66,Serie A,Atalanta BC
Weston McKennie,183,84,24,CM,82,92,Premier League,Leeds United
Amir Rrahmani,192,83,29,CB,61,73,Serie A,Napoli
Álex Moreno,179,68,29,LB,88,62,Premier League,Aston Villa
Ochoa,185,78,37,GK,50,79,Serie A,Salernitana
Teun Koopmeiners,183,77,25,CM,70,78,Serie A,Atalanta BC
Marten de Roon,185,76,32,CDM,70,80,Serie A,Atalanta BC
Hans Hateboer,185,72,29,RWB,82,74,Serie A,Atalanta BC
Martin Dúbravka,190,80,34,GK,46,74,Premier League,Newcastle Utd
Daley Blind,180,72,33,CB,42,77,Bundesliga,FC Bayern
Georginio Wijnaldum,175,74,32,CM,69,80,Serie A,Roma FC
Rick Karsdorp,184,80,28,RWB,85,73,Serie A,Roma FC
Bryan Cristante,186,80,28,CDM,54,69,Serie A,Roma FC
Andrea Consigli,189,82,36,GK,41,80,Serie A,Sassuolo
Daichi Kamada,184,76,26,CAM,74,67,Bundesliga,Frankfurt
Antonio Candreva,180,70,36,RM,70,36,Serie A,Salernitana
Lukas Klostermann,189,88,26,CB,86,82,Bundesliga,RB Leipzig
Xaver Schlager,174,78,25,CDM,67,63,Bundesliga,RB Leipzig
Kevin Kampl,178,66,32,CM,69,67,Bundesliga,RB Leipzig
Cristiano Biraghi,185,78,30,LB,76,72,Serie A,Fiorentina
Nikola Milenković,195,90,25,CB,64,73,Serie A,Fiorentina
Nicolás González,180,72,25,RW,87,79,Serie A,Fiorentina
Alessio Romagnoli,185,75,28,CB,66,81,Serie A,SS Lazio
Alessio Cragno,184,78,28,GK,39,74,Serie A,AC Monza
Djibril Sow,184,76,26,CM,77,72,Bundesliga,Frankfurt
Ridle Baku,176,75,25,RM,82,73,Bundesliga,VfL Wolfsburg
Max Kruse,180,76,35,CF,51,65,Bundesliga,VfL Wolfsburg
Maximilian Arnold,184,74,29,CDM,65,61,Bundesliga,VfL Wolfsburg
Bernd Leno,190,83,31,GK,55,73,Premier League,Fulham
Alex Sandro,180,80,32,LB,76,78,Serie A,Juventus
Adrien Rabiot,192,80,28,CM,75,73,Serie A,Juventus
Danilo,184,78,31,RB,72,75,Serie A,Juventus
Leandro Paredes,180,75,28,CDM,64,65,Serie A,Juventus
Weston McKennie,183,84,24,CM,82,92,Serie A,Juventus
Harvey Barnes,180,66,25,LM,86,59,Premier League,Leicester City
Ante Rebić,185,78,29,LW,86,66,Serie A,Milan
Davide Calabria,177,70,26,RB,79,72,Serie A,Milan
Deulofeu,177,73,29,CF,90,35,Serie A,Udinese
Nélson Semedo,177,69,29,RWB,83,81,Premier League,Wolves
Florian Neuhaus,185,77,26,CM,68,54,Bundesliga,M'gladbach
Christian Günter,184,83,30,LB,80,53,Bundesliga,SC Freiburg
Mark Flekken,194,87,29,GK,32,54,Bundesliga,SC Freiburg
Remo Freuler,180,80,31,CM,68,55,Premier League,Nott'm Forest
Renan Lodi,173,68,25,LB,83,78,Premier League,Nott'm Forest
Joaquín Correa,189,75,28,CF,84,63,Serie A,Inter
Matteo Darmian,182,70,33,RWB,71,77,Serie A,Inter
Lucas Moura,174,70,30,RW,89,93,Premier League,Spurs
Eric Dier,190,90,29,CB,54,71,Premier League,Spurs
Nayef Aguerd,188,76,27,CB,73,89,Premier League,West Ham
Jarrod Bowen,175,70,26,RM,78,65,Premier League,West Ham
Kurt Zouma,190,95,28,CB,62,91,Premier League,West Ham
Jeremie Frimpong,171,63,22,RB,94,72,Bundesliga,Leverkusen
Vladimír Coufal,175,76,30,RB,73,85,Premier League,West Ham
Sardar Azmoun,186,78,28,ST,78,90,Bundesliga,Leverkusen
Gianluca Scamacca,195,85,24,ST,73,84,Premier League,West Ham
Charles Aránguiz,171,68,34,CDM,46,61,Bundesliga,Leverkusen
Marcel Sabitzer,178,76,29,CM,72,69,Bundesliga,FC Bayern
Mahmoud Dahoud,178,68,27,CM,70,71,Bundesliga,Dortmund
Thorgan Hazard,175,71,30,LM,77,60,Bundesliga,Dortmund
Fred,169,62,30,CM,76,82,Premier League,Manchester Utd
Scott McTominay,193,88,26,CDM,63,73,Premier League,Manchester Utd
Victor Lindelöf,187,80,28,CB,59,77,Premier League,Manchester Utd
Anthony Martial,184,76,27,ST,83,72,Premier League,Manchester Utd
Luke Shaw,181,75,27,LB,76,83,Premier League,Manchester Utd
William Saliba,192,85,22,CB,78,71,Premier League,Arsenal
Martin Dúbravka,190,80,34,GK,46,74,Premier League,Manchester Utd
Smith Rowe,182,72,22,LM,78,34,Premier League,Arsenal
Aaron Wan-Bissaka,183,72,25,RB,82,67,Premier League,Manchester Utd
Emiliano Buendía,172,65,26,RM,71,75,Premier League,Aston Villa
Boubacar Kamara,184,68,23,CDM,70,79,Premier League,Aston Villa
Leon Bailey,178,77,25,RM,92,76,Premier League,Aston Villa
Alexander Isak,192,77,23,ST,83,71,Premier League,Newcastle Utd
Sven Botman,193,81,23,CB,58,77,Premier League,Newcastle Utd
Kepa Arrizabalaga,186,88,28,GK,33,71,Premier League,Chelsea
Allan Marques Loureiro,175,74,32,CDM,70,64,Premier League,Everton
Dominic Calvert-Lewin,187,71,26,ST,81,91,Premier League,Everton
Luis Sinisterra,172,60,23,LW,89,89,Premier League,Leeds United
Arthur,171,73,26,CM,71,69,Premier League,Liverpool
Stefan Ortega,185,88,30,GK,52,77,Premier League,Manchester City
Ludovic Ajorque,197,92,29,ST,73,74,Bundesliga,1. FSV Mainz 05
Onuachu,201,98,29,ST,70,54,Premier League,Southampton
Josip Brekalo,175,70,24,CF,81,63,Serie A,Fiorentina
Jonas Omlin,189,80,29,GK,51,75,Bundesliga,M'gladbach
Danny Ings,178,73,30,ST,72,77,Premier League,West Ham
Leandro Trossard,171,67,28,LM,82,78,Premier League,Arsenal
Wout Weghorst,197,84,30,ST,60,79,Premier League,Manchester Utd
Tanguy Ndombele,179,76,26,CM,66,58,Serie A,Napoli
Min Jae Kim,190,81,26,CB,80,80,Serie A,Napoli
Giacomo Raspadori,172,69,23,CF,81,60,Serie A,Napoli
Berat Djimsiti,190,83,30,CB,71,57,Serie A,Atalanta BC
Nemanja Matić,194,83,34,CDM,38,63,Serie A,Roma FC
Ibañez,185,73,24,CB,82,69,Serie A,Roma FC
Boulaye Dia,180,75,26,ST,83,76,Serie A,Salernitana
Dominik Szoboszlai,186,74,22,CAM,77,69,Bundesliga,RB Leipzig
Luka Jovic,182,85,25,ST,74,76,Serie A,Fiorentina
Felipe Anderson,175,70,30,RW,85,34,Serie A,SS Lazio
Mattia Zaccagni,177,63,27,LW,82,46,Serie A,SS Lazio
Manuel Lazzari,174,67,29,RB,92,39,Serie A,SS Lazio
Adam Marušić,185,85,30,LB,84,81,Serie A,SS Lazio
Luís Maximiano,190,82,24,GK,55,63,Serie A,SS Lazio
Pedro,169,65,35,LW,73,65,Serie A,SS Lazio
Davide Zappacosta,185,75,30,LWB,78,72,Serie A,Atalanta BC
Leandro Trossard,171,67,28,LM,82,78,Premier League,Brighton
Lewis Dunk,192,88,31,CB,44,74,Premier League,Brighton
Pervis Estupiñán,175,78,25,LB,81,72,Premier League,Brighton
Guaita,190,80,36,GK,51,68,Premier League,Crystal Palace
Samuel Umtiti,182,75,29,CB,63,82,Serie A,Lecce
Josip Brekalo,175,70,24,CF,81,63,Bundesliga,VfL Wolfsburg
Jonny Evans,188,77,35,CB,50,79,Premier League,Leicester City
Manuel Riemann,186,83,34,GK,51,70,Bundesliga,VfL Bochum
Jonny,170,70,29,LWB,74,75,Premier League,Wolves
Matheus Nunes,183,76,24,CM,82,54,Premier League,Wolves
Adama Traoré,178,86,27,RW,96,81,Premier League,Wolves
Arkadiusz Milik,186,80,29,ST,61,64,Serie A,Juventus
Mattia Perin,188,77,30,GK,56,75,Serie A,Juventus
Alessandro Florenzi,173,67,32,RB,76,72,Serie A,Milan
Ellyes Skhiri,185,74,28,CDM,68,76,Bundesliga,1. FC Köln
Karim Bellarabi,184,81,33,RM,86,75,Bundesliga,Leverkusen
Marco Silvestri,191,80,32,GK,59,74,Serie A,Udinese
Beto,194,88,25,ST,87,61,Serie A,Udinese
Donny van de Beek,184,74,26,CM,67,70,Premier League,Manchester Utd
Tyrell Malacia,169,67,23,LB,85,86,Premier League,Manchester Utd
Lars Stindl,181,80,34,CAM,55,72,Bundesliga,M'gladbach
Julian Weigl,186,80,27,CM,59,68,Bundesliga,M'gladbach
Callum Wilson,180,66,31,ST,81,70,Premier League,Newcastle Utd
Dean Henderson,188,85,26,GK,55,68,Premier League,Nott'm Forest
James Tarkowski,188,81,30,CB,55,85,Premier League,Everton
Michael Keane,191,82,30,CB,52,85,Premier League,Everton
Ben Davies,182,76,30,CB,67,78,Premier League,Spurs
Rodrigo Bentancur,187,73,25,CM,67,73,Premier League,Spurs
Davinson Sánchez,187,81,26,CB,75,76,Premier League,Spurs
Michail Antonio,178,82,33,ST,82,91,Premier League,West Ham
Pablo Fornals,178,67,27,CAM,67,50,Premier League,West Ham
Manuel Lanzini,167,59,30,CAM,69,76,Premier League,West Ham
Angelo Ogbonna,191,86,35,CB,49,81,Premier League,West Ham
Ryan Gravenberch,190,79,21,CM,77,72,Bundesliga,FC Bayern
Benjamin Pavard,186,81,27,RB,66,86,Bundesliga,FC Bayern
Salih Özcan,180,76,25,CDM,77,74,Bundesliga,Dortmund
Donyell Malen,178,77,24,ST,88,77,Bundesliga,Dortmund
Anthony Modeste,187,84,35,ST,69,86,Bundesliga,Dortmund
Oleksandr Zinchenko,175,64,26,LB,68,72,Premier League,Arsenal
Ben White,185,77,25,CB,70,79,Premier League,Arsenal
Granit Xhaka,185,82,30,CDM,49,33,Premier League,Arsenal
Takehiro Tomiyasu,188,84,24,RB,74,70,Premier League,Arsenal
John McGinn,178,68,28,CM,69,75,Premier League,Aston Villa
Ezri Konsa,183,77,25,CB,78,78,Premier League,Aston Villa
Danny Ings,178,73,30,ST,72,77,Premier League,Aston Villa
Matty Cash,179,74,25,RB,80,77,Premier League,Aston Villa
Wesley Fofana,190,76,22,CB,75,78,Premier League,Chelsea
Conor Gallagher,182,77,23,CM,74,58,Premier League,Chelsea
Abdoulaye Doucouré,184,76,30,CM,67,74,Premier League,Everton
Conor Coady,186,80,30,CB,47,84,Premier League,Everton
Enzo Fernández,180,77,22,CM,74,70,Premier League,Chelsea
Traorè,177,77,23,LM,82,74,Premier League,AFC Bournemouth
Pierluigi Gollini,194,94,28,GK,47,52,Serie A,Napoli
Salvatore Sirigu,192,85,36,GK,46,68,Serie A,Fiorentina
Craig Dawson,188,77,33,CB,49,84,Premier League,Wolves
Francesco Caputo,181,74,35,ST,79,85,Serie A,Empoli
Moussa Niakhaté,190,85,27,CB,79,77,Premier League,Nott'm Forest
Eljif Elmas,184,74,23,CAM,76,47,Serie A,Napoli
Giovanni Simeone,181,81,27,ST,77,88,Serie A,Napoli
Alex Meret,190,83,26,GK,44,68,Serie A,Napoli
Mário Rui,170,67,32,LB,80,90,Serie A,Napoli
Salvatore Sirigu,192,85,36,GK,46,68,Serie A,Napoli
Amadou Haidara,175,72,25,CM,70,76,Bundesliga,RB Leipzig
Mohamed Simakan,187,82,23,CB,71,71,Bundesliga,RB Leipzig
