name,height,weight,age,position,tempo,skok,league,club
Kalvin Phillips,178,72,27,CDM,66,82,13,10
Kieran Tierney,178,70,25,LB,84,81,13,1
Gabriel,190,87,25,CB,68,70,13,1
Denis Zakaria,191,81,26,CDM,82,66,13,5
Marcel Sabitzer,178,76,29,CM,72,69,13,11
Rasmus Højlund,187,79,20,ST,92,66,31,115845
Weston McKennie,183,84,24,CM,82,92,13,8
Amir Rrahmani,192,83,29,CB,61,73,31,116365
Álex Moreno,179,68,29,LB,88,62,13,2
Ochoa,185,78,37,GK,50,79,31,110373
Teun Koopmeiners,183,77,25,CM,70,78,31,115845
Marten de Roon,185,76,32,CDM,70,80,31,115845
Hans Hateboer,185,72,29,RWB,82,74,31,115845
Martin Dúbravka,190,80,34,GK,46,74,13,13
Daley Blind,180,72,33,CB,42,77,19,21
Georginio Wijnaldum,175,74,32,CM,69,80,31,114912
Rick Karsdorp,184,80,28,RWB,85,73,31,114912
Bryan Cristante,186,80,28,CDM,54,69,31,114912
Andrea Consigli,189,82,36,GK,41,80,31,111974
Daichi Kamada,184,76,26,CAM,74,67,19,1824
Antonio Candreva,180,70,36,RM,70,36,31,110373
Lukas Klostermann,189,88,26,CB,86,82,19,112172
Xaver Schlager,174,78,25,CDM,67,63,19,112172
Kevin Kampl,178,66,32,CM,69,67,19,112172
Cristiano Biraghi,185,78,30,LB,76,72,31,110374
Nikola Milenković,195,90,25,CB,64,73,31,110374
Nicolás González,180,72,25,RW,87,79,31,110374
Alessio Romagnoli,185,75,28,CB,66,81,31,115841
Alessio Cragno,184,78,28,GK,39,74,31,111811
Djibril Sow,184,76,26,CM,77,72,19,1824
Ridle Baku,176,75,25,RM,82,73,19,175
Max Kruse,180,76,35,CF,51,65,19,175
Maximilian Arnold,184,74,29,CDM,65,61,19,175
Bernd Leno,190,83,31,GK,55,73,13,144
Alex Sandro,180,80,32,LB,76,78,31,45
Adrien Rabiot,192,80,28,CM,75,73,31,45
Danilo,184,78,31,RB,72,75,31,45
Leandro Paredes,180,75,28,CDM,64,65,31,45
Weston McKennie,183,84,24,CM,82,92,31,45
Harvey Barnes,180,66,25,LM,86,59,13,95
Ante Rebić,185,78,29,LW,86,66,31,47
Davide Calabria,177,70,26,RB,79,72,31,47
Deulofeu,177,73,29,CF,90,35,31,55
Nélson Semedo,177,69,29,RWB,83,81,13,110
Florian Neuhaus,185,77,26,CM,68,54,19,23
Christian Günter,184,83,30,LB,80,53,19,25
Mark Flekken,194,87,29,GK,32,54,19,25
Remo Freuler,180,80,31,CM,68,55,13,14
Renan Lodi,173,68,25,LB,83,78,13,14
Joaquín Correa,189,75,28,CF,84,63,31,44
Matteo Darmian,182,70,33,RWB,71,77,31,44
Lucas Moura,174,70,30,RW,89,93,13,18
Eric Dier,190,90,29,CB,54,71,13,18
Nayef Aguerd,188,76,27,CB,73,89,13,19
Jarrod Bowen,175,70,26,RM,78,65,13,19
Kurt Zouma,190,95,28,CB,62,91,13,19
Jeremie Frimpong,171,63,22,RB,94,72,19,32
Vladimír Coufal,175,76,30,RB,73,85,13,19
Sardar Azmoun,186,78,28,ST,78,90,19,32
Gianluca Scamacca,195,85,24,ST,73,84,13,19
Charles Aránguiz,171,68,34,CDM,46,61,19,32
Marcel Sabitzer,178,76,29,CM,72,69,19,21
Mahmoud Dahoud,178,68,27,CM,70,71,19,22
Thorgan Hazard,175,71,30,LM,77,60,19,22
Fred,169,62,30,CM,76,82,13,11
Scott McTominay,193,88,26,CDM,63,73,13,11
Victor Lindelöf,187,80,28,CB,59,77,13,11
Anthony Martial,184,76,27,ST,83,72,13,11
Luke Shaw,181,75,27,LB,76,83,13,11
William Saliba,192,85,22,CB,78,71,13,1
Martin Dúbravka,190,80,34,GK,46,74,13,11
Smith Rowe,182,72,22,LM,78,34,13,1
Aaron Wan-Bissaka,183,72,25,RB,82,67,13,11
Emiliano Buendía,172,65,26,RM,71,75,13,2
Boubacar Kamara,184,68,23,CDM,70,79,13,2
Leon Bailey,178,77,25,RM,92,76,13,2
Alexander Isak,192,77,23,ST,83,71,13,13
Sven Botman,193,81,23,CB,58,77,13,13
Kepa Arrizabalaga,186,88,28,GK,33,71,13,5
Allan Marques Loureiro,175,74,32,CDM,70,64,13,7
Dominic Calvert-Lewin,187,71,26,ST,81,91,13,7
Luis Sinisterra,172,60,23,LW,89,89,13,8
Arthur,171,73,26,CM,71,69,13,9
Stefan Ortega,185,88,30,GK,52,77,13,10
Ludovic Ajorque,197,92,29,ST,73,74,19,169
Onuachu,201,98,29,ST,70,54,13,17
Josip Brekalo,175,70,24,CF,81,63,31,110374
Jonas Omlin,189,80,29,GK,51,75,19,23
Danny Ings,178,73,30,ST,72,77,13,19
Leandro Trossard,171,67,28,LM,82,78,13,1
Wout Weghorst,197,84,30,ST,60,79,13,11
Tanguy Ndombele,179,76,26,CM,66,58,31,116365
Min Jae Kim,190,81,26,CB,80,80,31,116365
Giacomo Raspadori,172,69,23,CF,81,60,31,116365
Berat Djimsiti,190,83,30,CB,71,57,31,115845
Nemanja Matić,194,83,34,CDM,38,63,31,114912
Ibañez,185,73,24,CB,82,69,31,114912
Boulaye Dia,180,75,26,ST,83,76,31,110373
Dominik Szoboszlai,186,74,22,CAM,77,69,19,112172
Luka Jovic,182,85,25,ST,74,76,31,110374
Felipe Anderson,175,70,30,RW,85,34,31,115841
Mattia Zaccagni,177,63,27,LW,82,46,31,115841
Manuel Lazzari,174,67,29,RB,92,39,31,115841
Adam Marušić,185,85,30,LB,84,81,31,115841
Luís Maximiano,190,82,24,GK,55,63,31,115841
Pedro,169,65,35,LW,73,65,31,115841
Davide Zappacosta,185,75,30,LWB,78,72,31,115845
Leandro Trossard,171,67,28,LM,82,78,13,1808
Lewis Dunk,192,88,31,CB,44,74,13,1808
Pervis Estupiñán,175,78,25,LB,81,72,13,1808
Guaita,190,80,36,GK,51,68,13,1799
Samuel Umtiti,182,75,29,CB,63,82,31,347
Josip Brekalo,175,70,24,CF,81,63,19,175
Jonny Evans,188,77,35,CB,50,79,13,95
Manuel Riemann,186,83,34,GK,51,70,19,160
Jonny,170,70,29,LWB,74,75,13,110
Matheus Nunes,183,76,24,CM,82,54,13,110
Adama Traoré,178,86,27,RW,96,81,13,110
Arkadiusz Milik,186,80,29,ST,61,64,31,45
Mattia Perin,188,77,30,GK,56,75,31,45
Alessandro Florenzi,173,67,32,RB,76,72,31,47
Ellyes Skhiri,185,74,28,CDM,68,76,19,31
Karim Bellarabi,184,81,33,RM,86,75,19,32
Marco Silvestri,191,80,32,GK,59,74,31,55
Beto,194,88,25,ST,87,61,31,55
Donny van de Beek,184,74,26,CM,67,70,13,11
Tyrell Malacia,169,67,23,LB,85,86,13,11
Lars Stindl,181,80,34,CAM,55,72,19,23
Julian Weigl,186,80,27,CM,59,68,19,23
Callum Wilson,180,66,31,ST,81,70,13,13
Dean Henderson,188,85,26,GK,55,68,13,14
James Tarkowski,188,81,30,CB,55,85,13,7
Michael Keane,191,82,30,CB,52,85,13,7
Ben Davies,182,76,30,CB,67,78,13,18
Rodrigo Bentancur,187,73,25,CM,67,73,13,18
Davinson Sánchez,187,81,26,CB,75,76,13,18
Michail Antonio,178,82,33,ST,82,91,13,19
Pablo Fornals,178,67,27,CAM,67,50,13,19
Manuel Lanzini,167,59,30,CAM,69,76,13,19
Angelo Ogbonna,191,86,35,CB,49,81,13,19
Ryan Gravenberch,190,79,21,CM,77,72,19,21
Benjamin Pavard,186,81,27,RB,66,86,19,21
Salih Özcan,180,76,25,CDM,77,74,19,22
Donyell Malen,178,77,24,ST,88,77,19,22
Anthony Modeste,187,84,35,ST,69,86,19,22
Oleksandr Zinchenko,175,64,26,LB,68,72,13,1
Ben White,185,77,25,CB,70,79,13,1
Granit Xhaka,185,82,30,CDM,49,33,13,1
Takehiro Tomiyasu,188,84,24,RB,74,70,13,1
John McGinn,178,68,28,CM,69,75,13,2
Ezri Konsa,183,77,25,CB,78,78,13,2
Danny Ings,178,73,30,ST,72,77,13,2
Matty Cash,179,74,25,RB,80,77,13,2
Wesley Fofana,190,76,22,CB,75,78,13,5
Conor Gallagher,182,77,23,CM,74,58,13,5
Abdoulaye Doucouré,184,76,30,CM,67,74,13,7
Conor Coady,186,80,30,CB,47,84,13,7
Enzo Fernández,180,77,22,CM,74,70,13,5
Traorè,177,77,23,LM,82,74,13,1943
Pierluigi Gollini,194,94,28,GK,47,52,31,116365
Salvatore Sirigu,192,85,36,GK,46,68,31,110374
Craig Dawson,188,77,33,CB,49,84,13,110
Francesco Caputo,181,74,35,ST,79,85,31,1746
Moussa Niakhaté,190,85,27,CB,79,77,13,14
Eljif Elmas,184,74,23,CAM,76,47,31,116365
Giovanni Simeone,181,81,27,ST,77,88,31,116365
Alex Meret,190,83,26,GK,44,68,31,116365
Mário Rui,170,67,32,LB,80,90,31,116365
Salvatore Sirigu,192,85,36,GK,46,68,31,116365
Amadou Haidara,175,72,25,CM,70,76,19,112172
Mohamed Simakan,187,82,23,CB,71,71,19,112172
Christoph Baumgartner,180,73,23,CAM,75,63,19,10029
Maxime Lopez,167,58,25,CM,72,69,31,111974
Traorè,177,77,23,LM,82,74,31,111974
Marcel Halstenberg,188,87,31,CB,63,84,19,112172
Giacomo Bonaventura,181,75,33,CM,69,68,31,110374
Jonathan Ikoné,175,73,25,RW,89,34,31,110374
Pierluigi Gollini,194,94,28,GK,47,52,31,110374
Stefano Sensi,168,62,27,CM,75,68,31,111811
Gianluca Caprari,176,72,29,CF,85,48,31,111811
Borré,174,70,27,ST,77,80,19,1824
Sebastian Rode,179,71,32,CDM,59,76,19,1824
Kolo Muani,187,73,24,ST,84,82,19,1824
Lucas Alario,184,78,30,ST,66,87,19,1824
Marcos Senesi,183,78,26,CB,60,81,13,1943
Emil Audero,192,83,26,GK,52,65,31,1837
Francesco Caputo,181,74,35,ST,79,85,31,1837
Thomas Strakosha,193,78,28,GK,43,56,13,1925
Ben Mee,180,82,33,CB,61,89,13,1925
Guglielmo Vicario,188,76,26,GK,28,49,31,1746
Joël Veltman,184,75,31,CB,64,78,13,1808
Marc Guehi,182,82,22,CB,73,70,13,1799
Lukas Nmecha,185,80,24,ST,82,79,19,175
Aleksandar Mitrović,189,90,28,ST,64,84,13,144
Çağlar Söyüncü,185,82,27,CB,71,76,13,95
Dennis Praet,181,78,29,CAM,66,61,13,95
Timothy Castagne,185,80,27,RB,76,72,13,95
Saša Kalajdžić,200,93,25,ST,63,54,13,110
Daniel Podence,165,58,27,LW,83,65,13,110
Pedro Neto,172,62,23,LW,85,52,13,110
Faraoni,180,71,31,RWB,78,73,31,206
Jiří Pavlenka,196,81,31,GK,36,36,19,38
Federico Dimarco,175,75,25,LWB,76,64,31,44
Danilo D'Ambrosio,180,75,34,CB,68,83,31,44
Moise Kean,182,72,23,ST,85,76,31,45
Junior Messias,179,70,32,RW,84,53,31,47
Brahim Díaz,171,59,23,CAM,78,66,31,47
Pierre Kalulu,184,69,22,CB,80,76,31,47
De Ketelaere,192,79,22,ST,75,69,31,47
Alexis Saelemaekers,180,72,23,RW,81,77,31,47
Nikola Vlašić,178,79,25,LM,79,55,31,54
Alexey Miranchuk,182,74,27,CAM,75,58,31,54
Roberto Pereyra,182,77,32,CM,76,68,31,55
Konstantinos Mavropanos,194,89,25,CB,81,82,19,36
Wataru Endo,178,77,30,CM,67,91,19,36
Borna Sosa,187,79,25,LB,79,67,19,36
Ramy Bensebaini,187,85,28,LB,70,84,19,23
Marcus Thuram,192,90,25,ST,81,71,19,23
Alassane Plea,181,79,30,CF,72,71,19,23
Philipp Lienhart,189,83,26,CB,70,69,19,25
Willy Boly,195,97,32,CB,58,79,13,14
Duje Ćaleta-Car,192,89,26,CB,59,82,13,17
Kyle Walker-Peters,174,64,26,RB,76,75,13,17
Jonas Hector,185,75,33,LB,63,80,19,31
Clément Lenglet,186,81,27,CB,68,83,13,18
Emerson,181,79,24,RWB,74,79,13,18
Exequiel Palacios,177,67,24,CDM,66,70,19,32
Piero Hincapié,183,66,21,LB,83,80,19,32
Aaron Cresswell,175,66,33,LB,64,86,13,19
Saïd Benrahma,172,67,27,LM,75,60,13,19
Craig Dawson,188,77,33,CB,49,84,13,19
Maxwel Cornet,179,69,26,LM,87,77,13,19
Thomas Meunier,191,90,31,RB,73,74,19,22
Diogo Dalot,184,76,24,RB,79,85,13,11
Gabriel Martinelli,178,75,21,LM,87,55,13,1
Ollie Watkins,180,78,27,ST,84,92,13,2
Douglas Luiz,175,66,25,CDM,67,66,13,2
Tyrone Mings,196,77,30,CB,71,71,13,2
Frédéric Guilbert,178,78,28,RWB,74,81,13,2
Miguel Almirón,174,70,29,RM,86,48,13,13
Moussa Niakhaté,190,85,27,CB,79,77,13,14
Jesse Lingard,175,60,30,CAM,75,65,13,14
Patrick Bamford,185,71,29,ST,82,68,13,8
James Milner,175,70,37,CM,52,62,13,9
Julián Álvarez,173,71,23,ST,76,69,13,10
Nathan Aké,180,75,28,CB,76,89,13,10
Saša Lukic,183,77,26,CM,60,63,13,144
Noni Madueke,182,70,21,RW,90,76,13,5
Mislav Oršic,179,69,30,LW,88,66,13,17
Kouyaté,189,83,33,CDM,60,75,13,14
Kasper Dolberg,187,84,25,ST,71,73,19,10029
Brooks,193,78,30,CB,58,74,19,10029
Benoît Badiashile,194,75,22,CB,61,78,13,5
Ademola Lookman,174,71,25,LM,85,64,31,115845
Jonjo Shelvey,184,80,31,CM,40,62,13,14
Philipp Max,177,77,29,LB,78,72,19,1824
Diego Demme,172,71,31,CDM,56,79,31,116365
Mathías Olivera,184,78,25,LB,74,74,31,116365
Sergiño Dest,175,62,22,RB,86,55,31,47
Matias Vecino,187,81,31,CM,62,75,31,115841
Jérémie Boga,174,68,26,LW,85,61,31,115845
Merih Demiral,190,86,25,CB,73,71,31,115845
Ademola Lookman,174,71,25,LM,85,64,31,115845
El Shaarawy,178,73,30,LW,86,69,31,114912
Davide Frattesi,184,74,23,CM,79,71,31,111974
Franck Ribéry,170,72,40,CF,68,33,31,110373
Giulio Maggiore,184,69,25,CM,74,64,31,110373
Benjamin Henrichs,185,79,26,RWB,71,66,19,112172
Abdou Diallo,187,79,27,CB,72,84,19,112172
Yussuf Poulsen,192,84,28,ST,78,83,19,112172
Arthur Cabral,186,89,25,ST,73,84,31,110374
Gaetano Castrovilli,179,71,26,CM,74,58,31,110374
Matteo Pessina,183,75,26,CAM,72,59,31,111811
Ihlas Bebou,184,80,29,ST,89,70,19,10029
Pavel Kadeřábek,182,81,31,RWB,74,81,19,10029
Rafał Gikiewicz,190,81,35,GK,28,66,19,100409
Niklas Dorsch,177,76,25,CDM,72,77,19,100409
Iago,181,67,26,LWB,84,65,19,100409
Ivan Toney,187,76,27,ST,78,89,13,1925
Tuta,185,81,23,CB,70,75,19,1824
Christopher Trimmel,189,82,36,RWB,72,59,19,1831
Deniz Undav,178,86,26,ST,68,66,13,1808
Pascal Groß,181,78,31,CM,50,71,13,1808
Robert Sanchéz,197,85,25,GK,44,70,13,1808
Joachim Andersen,192,90,26,CB,52,74,13,1799
Maxence Lacroix,190,88,23,CB,87,80,19,175
Roberto Soriano,182,76,32,CAM,68,63,31,189
Musa Barrow,183,70,24,CF,84,53,31,189
Adrien Tameze,180,78,29,CM,72,71,31,206
Darko Lazović,181,66,32,LM,85,44,31,206
Miguel Veloso,180,79,37,CM,44,65,31,206
Silvan Widmer,183,80,30,RWB,78,85,19,169
Issa Diop,194,92,26,CB,62,74,13,144
Daniel James,171,76,25,RM,95,74,13,144
Kevin Mbabu,184,83,28,RB,83,78,13,144
Wout Faes,187,82,25,CB,59,73,13,95
Kelechi Iheanacho,185,82,26,ST,73,57,13,95
Patson Daka,183,71,24,ST,90,89,13,95
Danilo,170,73,31,LB,68,82,19,160
Suat Serdar,184,75,26,CM,67,81,19,166
Stevan Jovetić,183,79,33,ST,62,73,19,166
Max Kilman,195,89,26,CB,61,68,13,110
Hee Chan Hwang,177,77,27,LW,81,83,13,110
Angelo Fulgini,183,71,26,CM,73,70,19,169
Ritsu Doan,172,70,24,RM,79,34,19,25
Rade Krunić,184,74,29,CM,67,74,31,47
Sergiño Dest,175,62,22,RB,86,55,31,47
Marvin Schwäbe,188,86,28,GK,46,64,19,31
Saša Lukić,183,77,26,CM,60,63,31,54
Callum Hudson-Odoi,177,79,22,LW,81,64,19,32
Adam Hložek,188,74,20,CAM,78,70,19,32
Marius Wolf,188,81,28,RM,83,61,19,22
Giovanni Reyna,185,79,20,CAM,78,66,19,22
Nico Elvedi,189,84,26,CB,70,80,19,23
Marvin Friedrich,192,84,27,CB,63,74,19,23
Stefan Lainer,175,73,30,RB,74,69,19,23
Christoph Kramer,191,80,32,CDM,42,51,19,23
Koné,180,80,22,CM,71,70,19,23
Dan Burn,198,87,31,CB,47,50,13,13
Matt Targett,183,70,27,LB,69,64,13,13
Fabian Schär,188,84,31,CB,51,77,13,13
Jonjo Shelvey,184,80,31,CM,40,62,13,13
Taiwo Awoniyi,185,85,25,ST,83,81,13,14
Mohammed Salisu,191,85,24,CB,69,72,13,17
Matt Doherty,182,87,31,RWB,68,82,13,18
Bryan Gil Salvatierra,175,65,22,LM,77,47,13,18
Oliver Skipp,178,70,22,CDM,65,61,13,18
Emerson,176,79,28,LB,74,66,13,19
Oxlade-Chamberlain,175,70,29,CM,80,69,13,9
Konstantinos Tsimikas,179,68,27,LB,80,77,13,9
Fábio Vieira,176,61,22,CAM,75,47,13,1
Rob Holding,189,75,27,CB,54,76,13,1
Matt Turner,191,79,28,GK,38,55,13,1
Ludwig Augustinsson,181,72,29,LB,64,69,13,2
Yerry Mina,195,94,28,CB,37,70,13,7
Ben Godfrey,183,79,25,CB,82,80,13,7
Demarai Gray,183,75,26,LM,86,51,13,7
Rasmus Kristensen,187,70,25,RB,80,83,13,8
Rodrigo,182,77,32,CAM,77,75,13,8
Jack Harrison,175,70,26,LM,80,63,13,8
Illan Meslier,196,74,23,GK,38,42,13,8
Bertrand Traoré,181,73,27,RM,77,75,13,2
Serhou Guirassy,187,82,27,ST,68,76,19,36
Luca Pellegrini,178,72,24,LB,84,58,31,115841
Mateus Tetê,175,72,23,RW,82,65,13,95
Jérôme Roussillon,175,80,30,LB,86,71,19,1831
Chris Wood,191,92,31,ST,59,80,13,14
Maximilian Philipp,183,79,29,CF,76,59,19,38
Ivan Ilic,187,75,22,CM,76,68,31,54
Nedim Bajrami,179,68,24,CAM,76,63,31,111974
Koray Günter,184,79,28,CB,62,77,31,1837
Jan Bednarek,189,77,27,CB,48,81,13,17
Diego Llorente,186,76,29,CB,67,80,31,114912
Szymon Zurkowski,185,77,25,CM,82,71,31,113974
Nunes Jesus,185,0,31,CB,69,84,31,116365
Tyler Adams,175,72,24,CDM,80,84,13,8
Zeki Çelik,180,0,26,RWB,77,67,31,114912
Ivan Provedel,192,0,29,GK,42,56,31,115841
Danilo Cataldi,180,0,28,CDM,72,55,31,115841
Nicolò Casale,191,80,25,CB,74,71,31,115841
Joakim Mæhle,185,79,26,RWB,85,82,31,115845
Ejuke,174,72,25,LM,92,55,19,166
Gregoire Defrel,179,0,31,CF,81,42,31,111974
Riccardo Saponara,184,73,31,LW,69,59,31,110374
Igor,185,84,25,CB,73,70,31,110374
Szymon Żurkowski,185,77,25,CM,82,71,31,110374
Gonzalo Escalante,182,76,30,CDM,63,74,31,111434
Andrea Petagna,190,0,27,ST,59,79,31,111811
Tonny Vilhena,175,0,28,LM,73,78,31,110373
Pietro Terracciano,193,78,33,GK,41,55,31,110374
Martínez Quarta,183,78,27,CB,67,86,31,110374
Sofyan Amrabat,185,70,26,CDM,68,69,31,110374
Arne Maier,186,0,24,CM,70,57,19,100409
Reece Oxford,193,86,24,CB,68,84,19,100409
Diadié Samassékou,175,0,27,CDM,65,75,19,10029
Grischa Prömel,184,0,28,CM,65,75,19,10029
Kevin Vogt,194,0,31,CB,71,57,19,10029
David Brooks,183,0,25,RW,69,64,13,1943
Christian Nørgaard,187,0,29,CDM,58,68,13,1925
David Raya Martin,183,0,27,GK,52,73,13,1925
Mikkel Damsgaard,180,71,22,LM,84,72,13,1925
Luca Pellegrini,178,72,24,LB,84,58,19,1824
Kristijan Jakić,181,0,26,CDM,64,65,19,1824
Timo Baumgartl,190,0,27,CB,63,73,19,1831
Robin Knoche,190,0,31,CB,51,67,19,1831
Sheraldo Becker,180,77,28,ST,95,70,19,1831
Adam Webster,191,0,28,CB,68,77,13,1808
Enock Mwepu,184,0,25,CM,82,73,13,1808
Alexis Mac Allister,176,72,24,CAM,69,64,13,1808
Fabio Quagliarella,180,79,40,ST,61,67,31,1837
Harry Winks,176,0,27,CM,60,52,31,1837
Eberechi Eze,178,0,24,CAM,75,67,13,1799
Nedim Bajrami,179,68,24,CAM,76,63,31,1746
Jean-Philippe Mateta,192,0,25,ST,71,77,13,1799
Tyrick Mitchell,180,0,23,LB,77,57,13,1799
Odsonne Edouard,187,0,25,ST,79,73,13,1799
Michael Olise,178,68,21,RW,80,51,13,1799
Jeffrey Schlupp,178,0,30,LM,84,78,13,1799
Cheick Doucouré,180,0,23,CM,68,66,13,1799
Di Francesco,171,0,123,LW,78,44,31,347
Yannick Gerhardt,184,81,29,CM,69,64,19,175
Paulo Otávio,174,68,28,LB,88,72,19,175
Jérôme Roussillon,175,80,30,LB,86,71,19,175
Patrick Wimmer,182,77,21,RM,85,75,19,175
Nicolás Domínguez,179,73,24,CM,75,88,31,189
Riccardo Orsolini,183,73,26,CF,79,59,31,189
Lorenzo De Silvestri,186,84,35,RWB,72,73,31,189
Łukasz Skorupski,187,84,32,GK,51,66,31,189
Koray Günter,184,79,28,CB,62,77,31,206
Ivan Ilić,187,75,22,CM,76,68,31,206
Lorenzo Montipò,191,0,27,GK,41,54,31,206
Thomas Henry,192,0,28,ST,65,69,31,206
Jae Sung Lee,181,74,30,CM,68,55,19,169
Robin Zentner,194,0,28,GK,65,60,19,169
Dominik Kohr,183,0,29,CDM,80,78,19,169
Jonas Wind,190,82,24,ST,66,72,19,175
Maximilian Philipp,183,79,29,CF,76,59,19,175
Mattias Svanberg,185,77,24,CM,77,63,19,175
Andreas Hugo Hoelgebaum Pereira,177,0,27,CAM,76,65,13,144
Carlos Vinícius Alves Morais,190,0,28,ST,71,52,13,144
Harry Wilson,173,70,26,RM,77,43,13,144
Manor Solomon,170,67,23,LM,80,55,13,144
Daniel Amartey,186,0,28,CB,63,77,13,95
James Justin,183,0,25,LB,81,64,13,95
Ayoze Pérez Gutiérrez,178,72,29,RW,76,73,13,95
Boubakary Soumaré,188,0,24,CDM,68,70,13,95
Rayan Aït Nouri,179,70,21,LWB,77,57,13,110
Anton Stach,194,0,24,CM,74,66,19,169
Jonathan Burkardt,181,79,22,ST,84,75,19,169
Serhou Guirassy,187,82,27,ST,68,76,19,36
Florian Müller,190,88,25,GK,43,58,19,36
Roland Sallai,182,0,26,RM,75,64,19,25
Roberto Gagliardini,188,0,29,CDM,53,66,31,44
Daniele Rugani,190,0,28,CB,55,79,31,45
Mattia De Sciglio,182,0,30,RB,67,80,31,45
Divock Origi,189,88,28,ST,79,76,31,47
Tommaso Pobega,188,0,23,CM,76,74,31,47
Ciprian Tătărușanu,198,0,37,GK,44,65,31,47
Timo Hübers,190,82,26,CB,80,71,19,31
Dejan Ljubicic,187,0,25,RM,78,74,19,31
Mark Uth,185,0,31,CAM,72,71,19,31
Wilfried Singo,190,79,22,RWB,79,75,31,54
Nadiem Amiri,180,0,26,CAM,67,73,19,32
Andrey Lunev,190,0,31,GK,56,60,19,32
Thilo Kehrer,186,76,26,CB,75,86,13,19
Florent Mollet,174,68,31,RM,70,67,19,34
Simon Terodde,192,83,35,ST,58,75,19,34
Ryan Fraser,163,0,29,RM,83,56,13,13
Chris Wood,191,92,31,ST,59,80,13,13
Emmanuel Dennis,175,0,25,ST,87,94,13,14
Romain Perraud,173,0,25,LB,72,56,13,17
Stuart Armstrong,183,0,31,RM,70,71,13,17
Mohamed Elyounoussi,178,0,28,LM,77,77,13,17
Vitaliy Mykolenko,180,0,24,LB,76,66,13,7
Ché Adams,178,0,26,ST,81,76,13,17
Dwight McNeil,183,0,23,LM,70,68,13,7
Neal Maupay,173,0,26,ST,74,59,13,7
Andros Townsend,178,0,31,RM,74,44,13,7
Séamus Coleman,177,77,34,RB,65,71,13,7
Diego Llorente,186,76,29,CB,67,80,13,8
Tyler Adams,175,72,24,CDM,80,84,13,8
Liam Cooper,188,0,31,CB,49,80,13,8
Pascal Struijk,190,0,23,CB,57,73,13,8
Robin Koch,191,0,26,CB,62,66,13,8
Marc Roca Junqué,184,0,26,CDM,45,57,13,8
Fraser Forster,201,0,35,GK,30,69,13,18
Curtis Jones,185,0,22,CM,68,57,13,9
Mohamed Elneny,181,0,30,CDM,56,69,13,1
Morgan Sanson,180,73,28,CM,69,76,13,2
Leander Dendoncker,189,88,28,CM,61,74,13,2
Jan Bednarek,189,77,27,CB,48,81,13,2
Ruben Loftus-Cheek,191,0,27,CM,65,59,13,5
Chalobah,191,0,23,CB,64,61,13,5
Éder Balanta,181,84,30,CDM,64,72,19,34
Matias Viña,181,70,25,LWB,81,77,13,1943
Kamaldeen Sulemana,174,69,21,LW,93,77,13,17
Albert Sambi Lokonga,183,73,23,CM,66,71,13,1799
Cédric,172,67,31,RB,71,72,13,144
Anthony Gordon,183,74,22,LM,80,58,13,13
Josip Juranovic,173,68,27,RB,86,59,19,1831
Michael Frey,188,92,28,ST,61,55,19,34
Mario Lemina,184,85,29,CM,68,53,13,110
Georginio Rutter,182,83,21,ST,77,76,13,8
Ayew,176,72,33,ST,69,89,13,14
Bram Nuytinck,190,82,33,CB,63,62,31,1837
Maximilian Wöber,189,82,25,CB,72,81,13,8
Eldor Shomurodov,190,76,27,ST,82,61,31,113974
Matias Viña,181,70,25,LWB,81,77,31,114912
Eldor Shomurodov,190,76,27,ST,82,61,31,114912
Marash Kumbulla,191,0,23,CB,49,82,31,114912
Ștefan Radu,183,79,36,CB,55,62,31,115841
Elseid Hysaj,182,0,29,LB,75,68,31,115841
Patricio Gabarrón Gil,184,0,30,CB,69,74,31,115841
Toma Bašić,190,0,26,CM,59,68,31,115841
Marco Sportiello,192,0,31,GK,43,68,31,115845
Bartłomiej Drągowski,188,74,25,GK,44,57,31,113974
Mattia Caldara,187,0,29,CB,58,83,31,113974
Daniele Verde,168,64,26,RW,84,38,31,113974
Albin Ekdal,186,0,33,CM,41,63,31,113974
Andrea Pinamonti,188,0,24,ST,74,74,31,111974
Soualiho Meïté,189,0,29,CM,66,71,31,111434
Cyriel Dessers,185,87,28,ST,75,80,31,111434
Samuele Birindelli,175,0,23,RWB,84,74,31,111811
Pablo Marí Villar,193,0,29,CB,53,75,31,111811
Krzysztof Piatek,183,0,27,ST,72,80,31,110373
Rolando Mandragora,183,0,25,CM,55,70,31,110374
Alfred Duncan,178,78,30,CM,73,78,31,110374
Riccardo Sottil,180,0,23,LW,87,45,31,110374
Dodô,166,68,24,RB,88,80,31,110374
Georginio Rutter,182,83,21,ST,77,76,19,10029
Jeffrey Gouweleeuw,188,0,31,CB,69,70,19,100409
Felix Uduokhai,192,0,25,CB,67,65,19,100409
Ruben Vargas,174,0,24,LM,89,85,19,100409
Daniel Caligiuri,182,0,35,RM,71,77,19,100409
Yoane Wissa,176,0,26,LW,86,76,13,1925
Aaron Hickey,175,0,20,LWB,77,64,13,1925
Pontus Jansson,194,0,32,CB,53,56,13,1925
Kristoffer Ajer,196,0,25,CB,72,56,13,1925
Ethan Pinnock,194,0,30,CB,67,80,13,1925
Rico Henry,170,0,25,LWB,90,92,13,1925
Sebastian Rudy,180,0,33,CM,63,65,19,10029
Benjamin Hübner,193,0,33,CB,38,61,19,10029
Munas Dabbur,183,0,31,ST,57,90,19,10029
